numero_processo,dias_desde_ajuizamento,ano_ajuizamento,mes_ajuizamento,trimestre_ajuizamento,dia_semana_ajuizamento,grau,classe_categoria,tipo_vara,municipio_fortaleza,sistema,formato,qtd_assuntos,tem_medicamento,tem_tutela_urgencia,tem_obrigacao_fazer,tem_dano_moral,area_saude,assunto_principal,qtd_movimentos,velocidade_movimentos,movimentos_recentes,tipo_distribuicao,complexidade_score,tem_recurso
30022793120258060084,34,2025,9,3,1,G1,Procedimento do Juizado Especial da Fazenda Pública,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,2,0.0588,0,Desconhecido,4,0
30068244520258060117,35,2025,9,3,0,G1,Procedimento do Juizado Especial da Fazenda Pública,Outros,0,Pje,Eletrônico,2,1,1,0,0,1,Fornecimento de medicamentos,6,0.1714,0,Desconhecido,12,0
30048310820258060071,37,2025,9,3,5,G1,Outros,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de insumos,22,0.5946,0,Desconhecido,44,0
30017353320258060055,38,2025,9,3,4,G1,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,9,0.2368,0,Desconhecido,9,0
30067924020258060117,38,2025,9,3,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,6,0.1579,0,Desconhecido,6,0
02003067420258060160,41,2025,9,3,1,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,4,0.0976,0,sorteio,4,0
11005549520258060101,41,2025,9,3,1,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,5,0.122,0,sorteio,5,0
30726021920258060001,42,2025,9,3,0,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,18,0.4286,0,Desconhecido,18,0
30064927820258060117,46,2025,8,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,8,0.1739,0,sorteio,8,0
06281381220258060000,46,2025,8,3,3,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,5,0.1087,0,Desconhecido,5,1
30005365720258060125,13,2025,8,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,2,0.1538,0,Desconhecido,2,0
30044807220258060091,13,2025,8,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,2,0.1538,0,Desconhecido,4,0
30012154820258060128,47,2025,8,3,2,G1,Procedimento do Juizado Especial da Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,13,0.2766,0,Desconhecido,13,0
30147382620258060000,14,2025,8,3,2,G2,Agravo de Instrumento,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,2,0.1429,0,sorteio,2,1
02054254220248060001,14,2025,8,3,2,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,3,0.2143,0,Desconhecido,3,1
30710355020258060001,14,2025,8,3,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,1,1,Indenização por Dano Moral,3,0.2143,0,Desconhecido,6,0
06280706220258060000,48,2025,8,3,1,G2,Agravo de Instrumento,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,5,0.1042,0,sorteio,5,1
30031578020258060075,48,2025,8,3,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,36,0.75,0,Desconhecido,36,0
30055523120258060112,49,2025,8,3,0,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,11,0.2245,0,Desconhecido,22,0
30029465920258060070,49,2025,8,3,0,G1,Procedimento do Juizado Especial da Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,20,0.4082,0,Desconhecido,20,0
02025009420258060112,49,2025,8,3,0,G1,Procedimento Comum Cível,Infância_Juventude,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,12,0.2449,0,Desconhecido,12,0
30697762020258060001,49,2025,8,3,0,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,3,1,0,0,1,1,Tratamento médico-hospitalar,14,0.2857,0,Desconhecido,42,0
30016305620258060055,50,2025,8,3,6,G1,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,6,0.12,0,Desconhecido,6,0
30694549720258060001,52,2025,8,3,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,44,0.8462,0,Desconhecido,44,0
02381164620238060001,19,2025,8,3,4,G2,Apelação Cível,Outros,0,Pje,Eletrônico,3,1,0,0,1,1,Indenização por Dano Moral,3,0.1579,0,sorteio,9,1
02798876720248060001,53,2025,8,3,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,3,1,0,1,0,1,Fornecimento de insumos,22,0.4151,0,Desconhecido,66,1
02102777520258060001,53,2025,8,3,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,3,1,0,1,0,1,Fornecimento de insumos,30,0.566,0,Desconhecido,90,1
00186481220258060001,53,2025,8,3,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,4,1,0,1,0,1,Tratamento médico-hospitalar,13,0.2453,0,Desconhecido,52,1
30040149220258060151,53,2025,8,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,6,0.1132,0,Desconhecido,6,0
30687100520258060001,53,2025,8,3,3,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,33,0.6226,0,Desconhecido,33,0
02011518720228060168,20,2025,8,3,3,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,7,0.35,0,sorteio,7,1
30193154420258060001,20,2025,8,3,3,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,3,0.15,0,Desconhecido,3,1
02441431120248060001,21,2025,8,3,2,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,3,0.1429,0,sorteio,3,1
02129070720258060001,21,2025,8,3,2,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,3,0.1429,0,Desconhecido,6,1
02041997620238060117,23,2025,8,3,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,9,0.3913,0,Desconhecido,18,1
30664660620258060001,60,2025,8,3,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,22,0.3667,0,Desconhecido,22,0
30658676720258060001,61,2025,8,3,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,4,1,0,0,0,1,Fornecimento de insumos,73,1.1967,0,Desconhecido,292,0
02225309520258060001,61,2025,8,3,2,G1,Outros,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,17,0.2787,0,Desconhecido,17,0
30660824320258060001,61,2025,8,3,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,2,1,0,0,0,1,Tratamento médico-hospitalar,33,0.541,0,Desconhecido,66,0
02098577020258060001,61,2025,8,3,2,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,3,1,0,1,0,1,Fornecimento de insumos,22,0.3607,0,Desconhecido,66,1
02016083320258060001,61,2025,8,3,2,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,4,1,0,1,0,1,Fornecimento de insumos,12,0.1967,0,Desconhecido,48,1
02061849020248060167,62,2025,8,3,1,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,3,1,0,1,0,1,Fornecimento de insumos,33,0.5323,0,Desconhecido,99,1
02004998620258060064,63,2025,8,3,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,3,1,0,1,0,1,Fornecimento de insumos,29,0.4603,0,Desconhecido,87,1
30004242220258060050,30,2025,8,3,0,G1,Procedimento do Juizado Especial da Fazenda Pública,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,2,0.0667,0,Desconhecido,4,0
30639259720258060001,66,2025,8,3,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,19,0.2879,0,Desconhecido,19,0
02424846420248060001,68,2025,8,3,2,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,11,0.1618,0,Desconhecido,22,1
02187331420258060001,68,2025,8,3,2,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,18,0.2647,0,sucessão,36,1
30014763820258060055,36,2025,8,3,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,8,0.2222,0,sorteio,8,0
30039390220258060071,73,2025,8,3,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.4247,0,Desconhecido,31,0
30014590220258060055,40,2025,8,3,4,G1,Procedimento do Juizado Especial da Fazenda Pública,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,4,0.1,0,Desconhecido,8,0
02165982920258060001,74,2025,7,3,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,3,1,0,1,0,1,Fornecimento de medicamentos,14,0.1892,0,Desconhecido,42,1
02867304820248060001,74,2025,7,3,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,3,1,0,1,0,1,Fornecimento de medicamentos,14,0.1892,0,Desconhecido,42,1
02162085920258060001,74,2025,7,3,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,20,0.2703,0,Desconhecido,40,1
30608435820258060001,75,2025,7,3,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,49,0.6533,0,Desconhecido,49,0
30605378920258060001,75,2025,7,3,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,21,0.28,0,Desconhecido,21,0
02001989620248060122,42,2025,7,3,2,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,9,0.2143,0,sorteio,9,1
30010053620258060018,43,2025,7,3,1,JE,Procedimento do Juizado Especial Cível,Juizado_Especial,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,16,0.3721,0,sorteio,16,0
02741941020218060001,43,2025,7,3,1,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,6,0.1395,0,Desconhecido,6,1
02741941020218060001,18,2025,7,3,1,G2,Apelação Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,3,0.1667,0,Desconhecido,3,1
02156811020258060001,77,2025,7,3,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,18,0.2338,0,Desconhecido,36,1
02463550520248060001,44,2025,7,3,0,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Tutela de Urgência,12,0.2727,0,Desconhecido,24,1
02136618020248060001,44,2025,7,3,0,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Tutela de Urgência,9,0.2045,0,sorteio,18,1
02773142720228060001,44,2025,7,3,0,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,18,0.4091,0,sorteio,36,1
02773142720228060001,19,2025,7,3,0,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,9,0.4737,0,Desconhecido,18,1
30004920320248060051,19,2025,7,3,0,TR,Recurso Inominado Cível,Turma_Recursal,0,Pje,Eletrônico,4,1,1,1,1,1,Obrigação de Fazer / Não Fazer,3,0.1579,0,Desconhecido,12,1
02463550520248060001,19,2025,7,3,0,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,8,0.4211,0,sorteio,16,1
02136618020248060001,19,2025,7,3,0,G2,Apelação Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,4,0.2105,0,sorteio,8,1
02211426020258060001,47,2025,7,3,4,G1,Procedimento Comum Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,13,0.2766,0,sorteio,13,0
30053520920258060117,81,2025,7,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,24,0.2963,0,Desconhecido,24,0
02155538720258060001,81,2025,7,3,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,20,0.2469,0,Desconhecido,40,1
02012755820248060117,81,2025,7,3,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,29,0.358,0,Desconhecido,58,1
02031439420258060001,81,2025,7,3,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,4,1,0,1,0,1,Tratamento médico-hospitalar,47,0.5802,0,Desconhecido,188,1
30037401720258060091,82,2025,7,3,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,3,1,0,0,0,1,Consulta,12,0.1463,0,sorteio,36,0
30034363220258060151,82,2025,7,3,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,24,0.2927,0,Desconhecido,48,0
02269935120238060001,49,2025,7,3,2,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,8,0.1633,0,sorteio,8,1
02269935120238060001,24,2025,7,3,2,G2,Apelação Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,5,0.2083,0,sorteio,5,1
30024494520258060070,83,2025,7,3,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,28,0.3373,0,Desconhecido,56,0
30000578920248060128,25,2025,7,3,1,G2,Apelação Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,3,0.12,0,sorteio,3,1
02206628220258060001,86,2025,7,3,5,G1,Outros,Outros,1,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,13,0.1512,0,Desconhecido,13,0
02044958720258060001,55,2025,7,3,3,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,22,0.4,0,Desconhecido,44,1
30563746620258060001,30,2025,7,3,3,JE,Procedimento do Juizado Especial da Fazenda Pública,Fazenda_Publica,1,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,2,0.0667,0,sorteio,4,0
30024423820258060075,89,2025,7,3,2,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,8,0.0899,0,Desconhecido,8,0
30013584420258060158,56,2025,7,3,2,G1,Procedimento do Juizado Especial da Fazenda Pública,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,13,0.2321,0,Desconhecido,13,0
30050629120258060117,90,2025,7,3,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,3,1,1,0,1,1,Fornecimento de medicamentos,34,0.3778,0,Desconhecido,102,0
00504472120208060075,90,2025,7,3,1,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,23,0.2556,0,Desconhecido,23,1
30117710820258060000,57,2025,7,3,1,G2,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,5,0.0877,0,sorteio,5,1
30117710820258060000,32,2025,7,3,1,G2,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,3,0.0938,0,sorteio,3,1
30011281020258060220,58,2025,7,3,0,JE,Procedimento do Juizado Especial Cível,Juizado_Especial,1,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,13,0.2241,0,sorteio,26,0
30011924420258060115,94,2025,7,3,4,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,36,0.383,0,Desconhecido,36,0
02064507720248060167,94,2025,7,3,4,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.3298,0,Desconhecido,31,1
30542276720258060001,94,2025,7,3,4,G1,Outros,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,31,0.3298,0,Desconhecido,31,0
30009230920258060049,95,2025,7,3,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,22,0.2316,0,sorteio,22,0
30029879420248060091,63,2025,7,3,2,G2,Apelação Cível,Outros,0,Pje,Eletrônico,3,1,0,0,0,1,Fornecimento de medicamentos,19,0.3016,0,Desconhecido,57,1
30532195520258060001,63,2025,7,3,2,G1,Outros,Fazenda_Publica,1,Pje,Eletrônico,2,1,0,0,0,1,Assistência à Saúde,16,0.254,0,Desconhecido,32,0
30521854520258060001,98,2025,7,3,0,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,80,0.8163,0,sorteio,80,0
30525076520258060001,65,2025,7,3,0,G1,Procedimento Comum Cível,Fazenda_Publica,1,Pje,Eletrônico,2,1,0,1,0,1,Obrigação de Fazer / Não Fazer,14,0.2154,0,Desconhecido,28,0
30007409820258060126,101,2025,7,3,4,G1,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,18,0.1782,0,Desconhecido,18,0
30041348520258060297,68,2025,7,3,4,G1,Procedimento do Juizado Especial Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,14,0.2059,0,Desconhecido,14,0
30000706720238060114,68,2025,7,3,4,G2,Outros,Outros,0,Pje,Eletrônico,3,1,0,0,0,1,Fornecimento de medicamentos,10,0.1471,0,Desconhecido,30,0
30518433420258060001,68,2025,7,3,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,29,0.4265,0,Desconhecido,29,0
30000706720238060114,43,2025,7,3,4,G2,Outros,Outros,0,Pje,Eletrônico,3,1,0,0,0,1,Consulta,6,0.1395,0,Desconhecido,18,0
30005100220258060144,102,2025,7,3,3,G1,Procedimento do Juizado Especial Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,14,0.1373,0,Desconhecido,14,0
30514605620258060001,102,2025,7,3,3,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,3,1,1,0,1,1,Fornecimento de medicamentos,44,0.4314,0,Desconhecido,132,0
30006560720258060156,44,2025,7,3,3,G1,Ação Civil Pública,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fraldas,14,0.3182,0,Desconhecido,28,0
30006543720258060156,44,2025,7,3,3,G1,Ação Civil Pública,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fraldas,15,0.3409,0,sorteio,30,0
30006552220258060156,44,2025,7,3,3,G1,Ação Civil Pública,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fraldas,14,0.3182,0,Desconhecido,28,0
02670126520248060001,103,2025,7,3,2,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,20,0.1942,0,Desconhecido,40,1
30509123120258060001,103,2025,7,3,2,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,33,0.3204,0,Desconhecido,33,0
30033146520258060071,71,2025,7,3,1,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,17,0.2394,0,Desconhecido,34,0
30503728020258060001,46,2025,7,3,1,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,20,0.4348,0,Desconhecido,20,0
02000475820258060167,105,2025,6,2,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,53,0.5048,0,Desconhecido,106,1
02052096820248060167,105,2025,6,2,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,32,0.3048,0,sucessão,64,1
02042300920248060167,105,2025,6,2,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,32,0.3048,0,Desconhecido,64,1
02739610820248060001,105,2025,6,2,0,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,14,0.1333,0,Desconhecido,28,1
30010415420258060220,72,2025,6,2,0,JE,Procedimento do Juizado Especial Cível,Juizado_Especial,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,22,0.3056,0,Desconhecido,22,0
30492287120258060001,108,2025,6,2,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,28,0.2593,0,Desconhecido,28,0
30004939020258060038,108,2025,6,2,4,G1,Outros,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,14,0.1296,0,Desconhecido,14,0
08000219820248060117,108,2025,6,2,4,G2,Apelação Cível,Outros,0,SAJ,Eletrônico,2,1,0,1,0,1,Fornecimento de medicamentos,33,0.3056,0,Desconhecido,66,1
30490988120258060001,50,2025,6,2,4,G1,Procedimento Comum Cível,Outros,1,Pje,Eletrônico,3,1,0,1,0,1,Direito Autoral,15,0.3,0,Desconhecido,45,0
30016616820258060090,109,2025,6,2,3,G1,Procedimento Comum Cível,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,37,0.3394,0,Desconhecido,37,0
30031799020258060091,109,2025,6,2,3,G1,Cumprimento Provisório de Sentença,Outros,0,Pje,Eletrônico,1,1,0,0,0,1,Fornecimento de medicamentos,18,0.1651,0,Desconhecido,18,0
30006206220258060156,76,2025,6,2,3,G1,Ação Civil Pública,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fornecimento de medicamentos,13,0.1711,0,Desconhecido,26,0
30006214720258060156,51,2025,6,2,3,G1,Ação Civil Pública,Outros,0,Pje,Eletrônico,2,1,0,0,0,1,Fraldas,14,0.2745,0,Desconhecido,28,0
